Student_ID,College_Tier,Department,CGPA,Gender,Attendance_%,Sessions_Attended,Login_Frequency,Time_Spent_Hours,Active_Days,Videos_Watched,Video_Completion_%,Quizzes_Attempted,Quiz_Score,Doubts_Raised,Doubts_Resolved,Hackathons,Workshops,Placement_Status
633,1,Mechanical,6.0,Female,47,20,5,27,3,30,36,37,69,13,0,1,9,0
634,2,CSE,8.84,Female,43,44,1,35,4,190,41,33,55,2,6,2,2,0
635,2,CSE,6.63,Female,40,61,2,35,4,66,58,18,80,3,15,3,3,1
636,1,Mechanical,5.32,Male,98,173,5,31,6,164,77,23,73,11,4,4,0,0
637,3,ECE,8.6,Male,40,162,1,15,2,110,87,34,44,8,0,4,0,1
638,2,Civil,9.95,Female,86,71,1,33,4,115,66,17,46,10,19,4,2,1
639,4,ECE,7.83,Male,68,180,3,7,1,129,72,29,85,1,1,4,5,1
640,2,Mechanical,6.32,Female,83,171,6,3,2,71,43,38,54,13,14,0,1,1
641,2,CSE,6.86,Female,77,70,2,22,1,28,71,10,65,1,5,2,1,1
642,4,Mechanical,8.24,Male,64,54,2,27,6,59,67,22,78,11,8,3,1,1
643,1,Mechanical,8.51,Male,57,148,2,4,6,39,73,41,76,19,13,2,1,0
644,4,CSE,9.43,Male,51,166,1,17,3,95,51,26,76,5,16,4,4,1
645,1,ECE,9.54,Female,50,179,2,35,6,85,58,35,69,12,1,1,3,0
646,1,Civil,9.31,Female,44,165,1,31,3,51,92,5,45,11,19,4,5,1
647,1,Mechanical,8.24,Male,46,44,2,22,2,96,49,47,56,15,4,3,0,0
648,4,CSE,7.25,Male,98,51,1,35,3,126,48,16,93,19,17,0,9,0
649,1,Civil,8.4,Male,92,126,2,14,3,66,80,9,94,13,19,3,9,1
650,3,Civil,8.33,Male,76,101,2,14,1,196,86,43,75,18,18,1,5,1
651,4,Civil,6.09,Female,82,75,6,3,5,111,82,18,64,12,5,3,0,1
652,3,CSE,7.54,Male,74,118,4,22,6,75,40,13,63,2,10,2,7,1
653,1,Mechanical,6.04,Male,92,85,2,3,5,161,38,45,81,0,11,0,1,0
654,2,CSE,9.5,Male,72,143,4,29,4,107,92,21,88,13,18,1,2,0
655,1,Mechanical,6.62,Male,48,123,3,2,6,93,53,49,88,16,10,2,6,1
656,3,ECE,9.03,Male,56,50,3,8,3,164,72,7,72,11,12,2,0,1
657,3,Civil,6.89,Male,99,165,5,8,2,125,80,9,71,9,17,0,7,1
658,4,Mechanical,8.82,Male,86,55,2,21,4,74,40,44,68,15,11,1,6,1
659,2,ECE,6.1,Female,86,110,2,1,5,117,66,30,68,7,18,2,6,1
660,4,CSE,8.82,Female,42,23,3,37,2,30,48,33,54,18,17,2,0,0
661,3,Civil,5.9,Male,79,32,6,16,5,139,82,46,91,17,14,2,1,0
662,1,Mechanical,7.45,Female,56,85,2,7,2,48,90,26,64,11,11,4,8,1
663,2,Civil,5.57,Female,78,118,1,38,4,74,49,11,86,10,13,2,2,0
664,1,Civil,7.64,Female,52,165,2,7,2,162,36,34,52,8,6,2,8,0
665,1,Civil,9.1,Female,42,83,3,17,4,128,66,16,91,16,5,1,1,1
666,2,CSE,8.78,Male,58,80,3,6,6,94,58,45,68,8,17,1,2,1
667,4,Civil,5.25,Female,76,145,6,33,6,97,38,44,66,1,7,3,8,1
668,1,Mechanical,7.46,Female,85,90,3,29,3,40,52,25,83,6,3,4,7,0
669,3,CSE,9.26,Male,45,192,1,15,1,51,39,38,53,2,15,4,7,0
670,1,ECE,8.25,Male,73,178,1,18,1,99,51,5,85,14,4,2,1,1
671,2,Mechanical,5.3,Male,74,166,5,39,6,192,67,18,52,18,12,4,9,1
672,2,CSE,6.63,Female,78,119,5,6,6,142,84,8,69,18,5,2,2,1
673,2,Mechanical,7.78,Female,53,137,3,21,4,160,58,23,53,18,0,4,4,0
674,4,Mechanical,5.86,Female,93,156,1,19,5,155,91,30,97,16,16,4,1,0
675,1,ECE,8.41,Male,51,130,1,19,1,65,62,26,81,7,11,4,0,0
676,4,CSE,8.17,Male,67,51,3,19,6,192,38,15,68,12,16,0,8,1
677,4,Civil,6.01,Female,78,73,4,16,5,10,79,23,48,13,10,3,4,1
678,2,Mechanical,7.75,Female,41,178,6,15,4,135,92,17,85,4,16,2,5,1
679,2,Mechanical,9.06,Male,78,15,5,2,1,168,96,6,45,0,8,0,4,0
680,4,Mechanical,6.87,Male,88,183,4,6,6,104,93,15,97,14,19,4,2,1
681,1,Mechanical,6.23,Male,77,136,1,17,6,188,98,24,59,5,12,4,8,1
682,3,Mechanical,8.51,Female,64,152,5,8,3,146,51,34,57,18,11,3,5,1
683,4,CSE,5.35,Female,66,16,5,34,1,102,33,41,58,2,1,2,7,0
684,1,Mechanical,9.16,Female,95,21,3,35,6,106,30,28,76,3,13,2,7,0
685,2,Mechanical,9.72,Male,98,74,2,18,2,185,30,18,78,8,11,0,7,0
686,2,Mechanical,9.82,Female,73,60,1,9,2,61,57,23,43,13,12,2,0,0
687,1,Civil,7.16,Male,96,130,6,7,2,182,81,11,80,14,16,1,7,1
688,3,Civil,8.12,Female,67,118,1,14,5,178,49,28,62,4,8,0,8,1
689,2,CSE,9.29,Male,82,123,4,22,3,158,45,39,78,6,5,0,0,1
690,2,Mechanical,6.12,Female,81,153,2,27,6,119,74,21,52,3,7,0,2,1
691,2,Mechanical,5.14,Female,85,37,4,23,6,54,60,26,85,9,12,2,6,1
692,1,ECE,6.92,Male,66,59,1,15,6,49,98,24,44,1,15,4,4,0
693,4,Civil,9.42,Male,48,93,3,21,6,44,38,16,51,14,11,0,8,0
694,2,ECE,7.53,Female,68,126,1,5,4,32,89,37,62,14,4,2,9,1
695,4,Mechanical,7.65,Male,47,157,4,34,1,111,84,35,73,18,10,0,2,0
696,3,Mechanical,8.46,Female,93,121,5,4,3,181,34,6,95,16,4,1,5,0
697,2,ECE,7.87,Female,91,52,5,31,1,120,32,25,43,1,16,0,4,0
698,2,CSE,5.27,Female,78,62,4,16,3,82,94,10,79,3,9,2,6,0
699,3,CSE,7.8,Female,41,80,1,9,3,29,83,21,57,9,13,2,1,1
700,2,ECE,8.24,Male,95,162,5,30,2,193,61,28,91,19,2,1,8,0
701,4,Mechanical,8.21,Female,56,64,1,28,4,159,59,18,62,16,1,0,1,1
702,1,ECE,8.64,Female,78,150,4,25,3,18,97,44,75,18,19,1,2,1
703,4,Civil,7.6,Female,77,56,2,4,1,85,36,21,93,11,11,2,6,1
704,1,CSE,9.5,Female,75,27,4,23,4,58,44,44,88,10,17,4,1,0
705,1,ECE,7.32,Female,53,137,6,29,4,177,91,41,70,7,0,0,2,0
706,4,CSE,7.59,Female,62,119,1,13,3,53,68,19,74,14,19,3,9,1
707,4,Civil,8.9,Female,40,25,3,20,2,145,49,40,49,7,4,0,0,1
708,4,Mechanical,9.17,Male,40,190,3,21,4,167,84,36,91,19,9,1,1,1
709,4,Mechanical,8.24,Male,42,183,5,20,3,185,59,11,56,17,10,4,1,1
710,3,Mechanical,5.63,Female,79,173,5,38,5,49,51,5,76,6,4,1,3,0
711,2,CSE,6.66,Male,62,113,5,20,3,171,49,42,89,3,14,1,1,1
712,1,Civil,5.1,Female,67,108,6,18,3,60,60,16,91,16,4,0,7,1
713,4,ECE,6.48,Male,55,157,5,22,2,41,83,44,45,12,19,2,4,0
714,4,Mechanical,7.85,Male,68,169,1,4,1,174,60,31,81,0,1,2,0,1
715,4,CSE,9.03,Male,72,84,1,23,1,165,39,42,91,19,4,1,5,1
716,3,Mechanical,7.93,Male,71,167,2,15,2,75,89,21,53,12,16,3,7,0
717,4,Civil,5.2,Male,94,42,4,5,1,56,81,18,68,10,16,0,5,1
718,4,ECE,6.3,Male,86,22,4,32,1,53,77,6,60,9,15,1,8,1
719,4,Mechanical,7.89,Male,62,90,4,37,3,10,48,45,69,10,14,2,6,1
720,2,Civil,8.55,Male,86,178,3,37,4,163,95,43,79,8,4,4,2,1
721,3,CSE,9.33,Male,86,140,2,1,1,38,44,38,93,19,3,1,4,1
722,4,Civil,9.84,Female,85,14,1,36,1,155,37,33,51,2,15,0,9,1
723,1,CSE,9.46,Male,92,163,6,16,3,32,83,17,40,7,1,4,0,0
724,1,Mechanical,7.34,Male,72,144,2,16,5,108,37,11,80,4,10,2,1,1
725,1,Mechanical,8.73,Female,94,155,6,32,3,48,95,26,83,11,18,3,3,1
726,3,Civil,6.2,Male,98,48,3,9,6,170,51,9,42,6,7,3,8,0
727,3,CSE,5.32,Female,97,130,4,26,2,47,62,9,92,3,16,2,0,1
728,1,Civil,5.28,Male,81,54,6,14,3,157,55,46,90,3,6,4,7,0
729,4,Civil,6.21,Female,72,111,5,15,2,187,86,19,80,4,8,2,5,0
730,3,Mechanical,5.19,Male,77,86,1,16,3,116,45,44,54,9,18,4,2,1
731,1,Mechanical,9.25,Female,42,193,5,8,1,139,38,27,44,2,5,2,8,1
732,1,Mechanical,7.45,Male,73,74,3,13,1,192,49,23,59,2,6,0,8,0
733,4,Civil,9.05,Male,88,44,1,9,5,173,65,11,65,0,10,2,9,1
734,2,Civil,9.7,Male,67,32,2,38,6,153,55,43,66,19,9,2,7,1
735,3,ECE,9.97,Female,47,157,5,34,6,85,96,39,48,17,13,3,9,0
736,4,ECE,9.69,Female,88,183,3,33,2,107,89,40,67,15,5,3,6,1
737,1,Civil,8.58,Female,48,111,2,12,2,36,64,26,82,12,18,3,3,1
738,1,ECE,7.21,Male,44,102,1,9,2,92,97,49,72,4,2,3,3,0
739,4,Civil,7.99,Male,70,182,1,36,3,153,55,45,55,17,17,3,1,0
740,3,Mechanical,9.08,Female,92,110,2,26,1,78,47,25,89,19,19,1,6,1
741,2,CSE,9.49,Female,74,143,4,38,1,80,82,16,41,11,8,1,5,1
742,2,Mechanical,9.78,Female,97,22,5,19,2,74,83,43,65,14,15,0,9,0
743,1,Civil,8.65,Female,74,32,1,31,6,144,52,30,61,5,0,3,9,0
744,3,Mechanical,7.7,Male,44,195,1,37,4,160,44,49,91,19,2,4,4,1
745,2,Civil,9.84,Male,72,13,5,36,2,62,72,24,41,12,13,4,3,0
746,3,Civil,9.79,Female,86,45,3,16,5,130,30,8,46,0,18,1,1,1
747,3,ECE,7.39,Female,52,71,6,38,4,137,62,16,72,18,9,2,9,1
748,1,Civil,8.24,Male,64,152,6,5,3,82,75,21,55,18,11,1,8,0
749,2,CSE,9.05,Female,82,20,4,14,6,105,90,19,83,7,14,2,5,0
750,4,ECE,7.17,Female,63,62,5,12,3,131,56,10,99,11,11,4,0,1
751,1,CSE,9.15,Male,94,31,5,3,3,92,62,28,61,6,6,1,8,1
752,2,Civil,5.56,Male,50,167,5,6,3,166,50,46,52,4,7,2,6,0
753,2,Mechanical,7.41,Male,90,117,5,20,6,90,36,20,69,18,6,1,5,1
754,2,Civil,7.41,Male,58,155,5,13,2,102,97,37,93,13,8,0,0,1
755,2,Civil,8.42,Female,50,187,1,5,1,194,73,11,56,8,14,2,4,1
756,2,Mechanical,5.58,Male,72,170,6,25,5,75,78,47,81,18,6,3,4,0
757,3,Mechanical,5.52,Male,69,193,6,35,6,171,30,30,72,5,7,3,9,1
758,1,CSE,9.5,Male,53,155,6,12,4,104,45,11,61,17,13,4,4,1
759,3,ECE,6.52,Male,40,195,5,13,5,101,45,20,97,5,11,2,2,1
760,4,ECE,6.63,Male,70,123,1,31,1,33,36,20,95,19,17,4,4,1
761,2,ECE,8.88,Female,42,63,2,16,4,171,30,18,89,3,17,3,9,1
762,1,CSE,7.07,Female,82,80,5,27,1,24,32,40,52,8,5,4,4,1
763,2,CSE,9.16,Female,64,130,4,27,2,71,73,8,83,1,19,2,2,0
764,1,Mechanical,7.01,Male,64,131,5,34,1,104,76,16,78,2,9,3,6,1
765,3,ECE,8.8,Male,90,158,5,18,2,134,81,7,49,3,0,0,6,1
766,1,Civil,7.63,Female,93,107,4,24,1,48,60,21,56,3,0,0,5,0
767,4,CSE,9.68,Female,57,153,2,23,4,33,90,22,94,9,2,2,9,1
768,4,Civil,6.64,Female,83,22,5,37,2,20,70,30,63,2,10,1,7,1
769,1,ECE,6.81,Male,97,22,1,15,2,124,57,17,89,6,16,4,3,1
770,1,ECE,9.85,Male,93,98,4,23,6,15,57,30,74,7,19,2,8,1
771,1,CSE,8.69,Male,73,51,4,33,2,70,80,38,81,10,19,1,1,1
772,1,CSE,8.86,Male,53,106,5,13,6,82,75,31,41,11,10,0,0,1
773,4,Mechanical,6.48,Female,84,135,4,34,3,170,74,6,69,13,1,0,8,1
774,2,Civil,7.66,Female,83,34,5,39,6,114,39,38,97,13,18,4,4,1
775,1,Mechanical,6.57,Female,66,155,1,39,4,48,31,41,90,2,2,4,6,0
776,1,Mechanical,6.3,Female,70,62,3,2,3,149,49,33,77,1,9,1,6,0
777,4,Civil,7.68,Female,82,186,2,32,3,61,30,18,51,14,17,3,5,1
778,4,ECE,9.94,Male,41,89,2,33,2,143,96,11,64,18,4,3,5,1
779,3,Civil,6.07,Female,93,36,1,15,4,56,31,22,50,1,2,3,1,1
780,1,ECE,6.21,Female,71,33,4,20,2,27,56,44,77,2,7,1,9,1
781,3,Mechanical,6.22,Male,76,161,1,19,2,118,60,27,82,12,3,1,1,1
782,4,ECE,8.96,Male,73,74,1,7,6,18,97,26,84,12,2,2,7,1
783,4,ECE,7.55,Male,96,169,3,10,5,196,88,39,86,15,13,2,0,1
784,2,ECE,6.92,Female,97,82,4,39,6,147,40,28,76,3,2,2,3,1
785,1,Civil,9.22,Female,73,142,4,12,3,51,79,37,56,6,12,2,8,0
786,3,ECE,6.49,Male,69,159,1,14,1,196,33,45,74,7,17,1,8,1
787,4,Civil,6.96,Female,72,191,6,13,5,61,69,41,44,5,11,2,3,1
788,4,CSE,5.37,Female,63,65,3,14,5,10,34,42,67,5,6,2,4,1
789,3,CSE,5.59,Female,72,33,5,20,5,185,90,20,80,7,16,3,8,1
790,2,Mechanical,5.68,Male,65,39,6,22,3,51,63,43,73,6,6,1,4,0
791,4,Mechanical,6.73,Male,80,149,2,14,6,97,53,27,99,4,8,3,5,1
792,1,Civil,7.62,Male,75,125,3,6,1,153,70,34,79,13,13,4,8,0
793,4,ECE,5.0,Female,80,149,5,12,3,181,66,41,59,15,10,2,5,1
794,1,ECE,5.95,Male,98,30,2,15,5,114,49,33,80,16,2,4,4,1
795,3,CSE,5.88,Female,45,20,6,13,1,180,88,45,48,15,5,0,7,0
796,1,Civil,6.27,Female,96,94,6,22,6,90,61,42,54,16,2,1,8,1
797,3,ECE,5.83,Female,56,139,4,27,1,151,42,41,41,13,16,2,4,1
798,1,ECE,5.98,Male,63,100,3,30,4,148,56,44,54,13,12,3,9,0
799,3,Civil,9.92,Female,55,51,3,27,6,86,87,9,54,14,9,0,4,0
800,1,Mechanical,7.97,Female,83,34,2,6,1,140,46,27,59,14,11,2,8,1
801,2,Civil,8.81,Male,63,84,4,31,1,14,69,34,57,18,10,2,3,1
802,1,Civil,9.1,Female,44,129,6,4,5,159,83,5,96,18,1,3,0,0
803,1,ECE,8.34,Female,63,26,6,4,5,85,72,16,67,13,15,4,7,0
804,2,CSE,8.52,Male,93,99,6,2,3,186,36,37,70,17,4,3,9,0
805,4,ECE,8.16,Male,65,193,4,12,3,88,59,27,74,16,13,0,9,0
806,4,ECE,8.25,Female,59,190,6,22,1,42,35,31,88,11,8,0,9,0
807,1,ECE,9.64,Female,67,24,5,1,2,31,69,7,43,11,14,0,2,0
808,2,Civil,5.93,Male,59,92,2,10,3,67,97,13,56,13,17,0,6,0
809,1,Civil,6.37,Female,68,10,5,6,6,191,31,24,90,16,2,4,6,1
810,3,ECE,5.47,Female,73,98,6,14,6,156,79,35,88,17,13,1,1,1
811,3,ECE,9.19,Female,96,135,3,15,4,76,56,12,42,14,13,4,0,1
812,1,CSE,7.24,Female,90,123,4,19,4,177,68,27,72,19,16,0,8,1
813,4,Mechanical,9.54,Female,93,50,4,19,6,182,64,40,65,11,8,0,4,0
814,4,ECE,7.06,Female,67,193,4,37,2,112,38,49,42,3,17,0,4,1
815,1,Civil,7.21,Female,95,41,6,2,6,196,74,15,58,8,4,0,4,0
816,1,Mechanical,7.24,Female,65,28,1,35,2,137,74,19,79,5,14,1,1,1
817,3,Mechanical,8.06,Male,86,177,2,11,6,186,38,46,66,19,1,3,3,1
818,4,CSE,8.83,Male,71,59,5,36,1,87,49,35,95,4,7,4,1,0
819,1,Mechanical,6.76,Male,60,30,6,16,5,114,54,33,79,11,19,1,3,0
820,3,ECE,8.15,Female,57,145,5,5,3,197,41,7,75,6,17,1,3,0
821,4,ECE,6.02,Female,51,156,4,34,2,133,65,33,89,6,11,0,5,1
822,2,Civil,7.77,Female,74,67,4,16,3,111,47,28,66,12,16,3,9,1
823,3,ECE,7.73,Female,93,158,6,27,2,34,98,43,81,7,18,0,8,0
824,4,ECE,9.44,Female,61,64,1,25,1,36,95,27,83,12,13,2,3,0
825,4,CSE,9.48,Male,92,136,3,25,5,23,66,5,80,18,10,4,4,1
826,3,Mechanical,7.44,Male,96,44,4,25,5,187,45,48,68,18,1,1,0,0
827,2,CSE,5.12,Female,68,60,3,32,3,33,54,7,82,19,2,1,3,0
828,3,Mechanical,9.22,Female,58,94,6,33,3,65,49,27,48,15,16,0,1,0
829,4,CSE,5.0,Male,57,167,5,39,5,14,37,48,93,0,4,0,8,1
830,1,Civil,7.39,Male,95,116,4,6,6,147,41,19,48,12,16,3,2,1
831,1,CSE,5.1,Male,57,104,6,37,6,40,44,28,84,14,13,1,8,0
832,3,CSE,6.76,Female,83,140,4,7,3,51,70,39,66,10,11,2,7,1
833,4,Civil,8.18,Female,86,167,1,29,4,88,42,33,86,14,0,0,4,1
834,1,ECE,6.86,Female,88,55,3,16,1,52,68,24,51,0,2,1,2,1
835,4,ECE,9.63,Female,55,179,5,18,2,175,77,18,56,3,16,4,5,1
836,3,Civil,8.2,Female,83,198,6,12,6,71,94,43,48,1,12,3,0,1
837,1,Civil,8.23,Female,97,141,4,20,3,182,99,42,74,1,6,1,5,1
838,4,CSE,6.87,Female,98,72,2,5,2,147,77,16,90,16,6,4,2,1
839,1,Civil,5.19,Female,95,129,2,32,6,124,80,30,46,6,7,4,3,0
840,3,Civil,8.69,Male,58,57,4,31,3,13,45,22,42,0,4,2,8,0
841,4,Mechanical,8.58,Female,88,129,4,14,4,31,66,46,93,11,14,2,8,1
842,1,Mechanical,7.65,Female,91,164,5,29,1,180,59,37,52,8,12,2,7,1
843,3,ECE,7.08,Female,48,14,2,31,2,80,58,19,82,16,13,0,8,1
844,1,Civil,7.69,Male,72,190,4,16,4,136,74,8,51,5,5,3,0,0
845,1,CSE,8.73,Male,95,104,6,30,4,57,44,44,46,14,8,4,9,1
846,2,ECE,8.56,Female,52,187,2,18,4,68,83,41,95,15,6,4,8,1
847,2,ECE,8.29,Male,50,134,5,29,6,86,44,42,44,10,11,2,5,1
848,3,ECE,9.52,Male,72,56,2,14,5,82,83,15,58,13,3,0,5,1
849,2,Civil,8.05,Male,76,33,2,23,3,152,33,44,79,5,4,4,4,1
850,3,Civil,5.07,Female,69,21,3,32,1,50,65,46,49,0,1,2,8,1
851,2,CSE,8.09,Female,78,123,5,30,1,128,38,32,45,12,10,1,6,1
852,1,CSE,8.06,Male,85,139,4,30,6,182,51,20,95,10,3,4,3,1
853,3,ECE,5.35,Male,48,51,4,27,6,24,54,29,71,7,0,3,7,1
854,3,Civil,7.14,Male,62,33,5,29,2,172,46,34,85,18,8,3,1,0
855,1,CSE,8.26,Male,63,196,6,37,3,92,90,46,98,3,5,3,4,0
856,3,Mechanical,8.52,Female,71,15,3,7,6,196,99,10,41,6,2,1,3,0
857,3,Mechanical,9.47,Male,88,78,1,27,6,63,68,8,51,5,9,0,3,1
858,2,ECE,9.21,Female,77,170,5,15,1,186,75,9,44,16,14,2,2,1
859,3,Mechanical,5.58,Female,43,178,4,1,6,141,43,41,62,18,3,4,0,1
860,4,ECE,8.04,Female,83,33,3,17,1,149,45,13,40,9,12,2,8,1
861,1,Civil,7.98,Female,80,80,1,7,4,184,98,10,71,10,2,4,3,1
862,2,ECE,6.52,Male,85,74,1,27,1,28,72,31,85,11,16,3,1,0
863,2,ECE,5.92,Female,66,177,5,33,5,105,61,15,51,3,12,3,7,0
864,4,Civil,6.0,Female,50,17,1,33,1,38,53,39,81,0,2,3,9,1
865,1,CSE,5.89,Male,60,170,5,8,4,57,32,20,93,1,9,2,9,0
866,1,CSE,9.03,Male,53,44,6,31,3,78,48,47,46,0,18,3,3,1
867,2,CSE,5.74,Male,57,161,1,31,4,48,85,44,65,9,6,4,9,0
868,3,CSE,6.32,Male,98,72,1,16,6,151,66,14,88,14,5,0,9,0
869,2,ECE,6.09,Female,63,12,5,20,5,160,31,5,48,12,17,3,6,0
870,1,CSE,8.56,Female,59,101,1,36,5,163,71,32,63,2,14,2,6,0
871,4,Mechanical,5.79,Female,80,17,2,19,3,75,31,46,45,16,12,1,1,1
872,2,Mechanical,5.12,Male,65,147,6,34,1,53,43,17,47,2,19,4,9,1
873,1,CSE,6.87,Male,70,196,5,17,1,166,70,49,98,11,0,3,6,0
874,2,Mechanical,6.53,Male,91,144,2,21,2,71,79,31,87,3,0,4,0,1
875,3,Mechanical,6.99,Male,55,68,3,10,5,145,95,44,68,11,8,3,1,0
876,2,Civil,8.77,Female,80,136,5,22,3,81,34,13,49,5,11,1,2,1
877,2,Civil,5.06,Female,87,60,5,15,4,32,61,19,98,0,11,4,6,0
878,1,CSE,5.19,Male,81,165,5,16,2,61,91,25,66,16,17,1,7,0
879,1,ECE,6.28,Female,78,177,3,15,6,170,45,45,74,12,6,3,4,0
880,1,ECE,9.45,Female,58,80,6,15,5,97,75,24,78,9,8,4,3,1
881,2,Civil,5.85,Male,46,85,6,39,4,21,46,42,49,10,6,0,7,1
882,3,Civil,9.99,Female,91,47,1,35,4,30,36,5,58,4,4,1,2,0
883,4,ECE,9.03,Male,55,126,3,11,1,162,67,23,62,0,9,4,4,1
884,4,CSE,7.28,Female,63,175,4,19,1,197,75,36,43,16,11,1,5,1
885,1,ECE,8.74,Male,45,141,3,2,6,54,38,31,94,9,6,3,9,1
886,1,ECE,7.59,Female,79,157,1,26,5,159,46,9,54,17,9,4,9,1
887,2,Mechanical,7.83,Female,55,44,4,26,3,82,61,27,43,4,19,4,0,1
888,4,ECE,7.9,Female,96,133,3,14,6,10,76,45,63,12,13,2,0,1
889,1,Civil,8.24,Female,75,139,5,23,2,165,44,10,72,14,4,4,6,0
890,3,CSE,5.3,Female,78,111,2,8,2,70,49,40,40,15,16,4,6,1
891,3,ECE,8.08,Female,54,177,4,16,6,42,50,5,78,5,1,0,8,0
892,1,Mechanical,8.58,Male,79,89,1,19,1,36,90,16,97,13,4,1,8,0
893,1,Civil,6.55,Male,89,89,5,13,6,89,57,26,44,16,6,0,4,1
894,4,Civil,9.89,Female,43,75,5,25,1,90,40,8,54,8,12,2,7,1
895,4,Mechanical,5.72,Male,95,125,3,1,1,44,41,36,90,13,18,0,2,1
896,2,Civil,9.55,Female,41,30,3,8,1,179,63,42,53,15,1,0,7,1
897,4,Mechanical,8.38,Male,53,154,6,18,1,194,40,6,42,6,14,4,0,1
898,3,Civil,8.32,Male,99,158,6,39,5,98,79,35,63,14,14,2,1,0
899,3,Civil,9.38,Female,61,49,4,1,5,56,95,27,98,14,18,4,5,1
900,1,Civil,9.16,Female,41,41,2,15,5,119,61,8,42,10,12,0,5,1
901,4,Civil,6.73,Male,59,81,2,17,5,182,81,36,96,9,11,0,9,0
902,2,Mechanical,8.53,Female,43,85,5,31,3,110,35,26,81,15,0,1,2,0
903,3,ECE,5.25,Male,91,67,6,37,1,95,45,22,42,13,17,4,5,0
904,3,Civil,7.32,Male,73,32,6,22,1,188,60,18,64,14,19,3,8,1
905,2,Mechanical,9.69,Male,57,185,6,32,2,90,87,36,54,19,16,2,1,1
906,2,Mechanical,6.37,Female,89,89,3,23,5,129,93,28,54,1,6,3,2,0
907,3,Mechanical,5.25,Female,87,80,3,29,6,83,50,35,56,17,6,3,6,1
908,3,ECE,7.91,Male,94,113,2,29,6,20,39,31,46,12,0,4,5,1
909,2,CSE,6.78,Female,86,88,6,6,3,130,62,6,93,16,4,2,3,0
910,3,Mechanical,6.9,Male,88,17,5,27,3,42,66,19,65,11,13,2,8,1
911,1,Mechanical,7.91,Male,59,59,6,19,6,105,63,46,67,11,18,1,3,1
912,1,Mechanical,8.11,Male,65,170,5,38,4,12,61,42,49,14,14,3,4,0
913,2,ECE,7.19,Female,46,64,1,26,2,159,63,16,99,11,4,0,2,0
914,4,Civil,7.54,Female,93,126,5,26,1,95,50,9,46,4,1,3,5,1
915,2,ECE,9.97,Female,58,160,6,24,6,24,73,12,99,5,18,2,2,0
916,2,Mechanical,9.79,Female,63,121,6,5,5,79,95,10,49,1,14,3,7,1
917,4,CSE,8.54,Male,50,131,5,25,4,97,99,36,84,4,14,4,1,1
918,4,Mechanical,5.81,Male,55,63,5,19,6,169,79,44,88,4,8,3,7,1
919,4,Civil,6.8,Male,40,191,5,22,3,175,35,24,76,5,6,3,9,1
920,1,CSE,9.42,Male,75,61,4,28,6,160,53,24,68,2,18,2,4,1
921,3,CSE,7.12,Female,67,180,6,38,4,38,63,44,52,18,12,4,1,0
922,1,ECE,9.78,Male,52,97,5,34,5,94,95,34,47,14,11,4,8,0
923,3,ECE,7.44,Male,50,76,5,5,6,192,45,43,61,15,11,1,7,1
924,1,Civil,9.31,Female,93,23,3,6,2,44,87,22,56,17,4,0,5,1
925,3,ECE,5.18,Female,45,11,1,32,2,120,41,6,99,8,3,0,5,0
926,1,Civil,7.17,Female,98,194,3,15,1,43,35,47,50,2,6,2,3,1
927,4,CSE,8.5,Female,69,134,1,16,1,119,38,30,57,0,12,1,1,1
928,2,CSE,9.32,Male,91,83,1,11,5,21,64,15,98,16,15,3,5,1
929,1,CSE,8.05,Male,97,137,2,30,1,122,70,27,58,6,7,0,1,1
930,3,Civil,5.87,Female,76,119,6,17,5,155,61,41,68,11,12,3,8,1
931,4,ECE,9.43,Male,73,43,6,1,2,182,30,20,43,0,9,2,0,1
932,1,ECE,7.87,Male,89,35,3,14,5,177,71,37,87,4,18,4,7,0
933,1,ECE,5.54,Female,67,162,2,29,6,58,30,39,68,19,19,1,4,0
934,4,Mechanical,7.32,Female,48,70,3,8,3,104,53,40,69,18,4,4,8,0
935,1,CSE,8.49,Male,70,77,4,24,5,27,56,37,58,3,8,0,5,1
936,2,CSE,7.26,Female,45,196,6,21,4,41,98,23,54,3,5,2,3,0
937,1,Mechanical,9.35,Female,99,28,3,4,6,166,81,29,96,4,5,1,5,1
938,2,CSE,7.12,Female,97,11,6,24,6,152,40,23,73,16,9,4,2,1
939,2,CSE,7.92,Female,45,184,6,30,2,129,36,24,57,16,8,0,4,1
940,4,Mechanical,6.06,Female,75,59,2,7,4,194,95,35,51,10,13,1,2,1
941,1,CSE,7.56,Female,59,167,3,17,1,157,40,20,63,8,5,0,0,0
942,4,ECE,6.11,Female,79,63,4,11,6,112,53,29,56,2,8,2,6,0
943,1,Mechanical,6.13,Female,71,153,6,32,4,22,44,19,90,17,18,0,1,1
944,1,CSE,6.4,Male,86,48,5,23,6,133,66,28,54,14,15,1,9,1
945,3,ECE,5.22,Female,88,82,5,13,2,175,62,24,59,1,15,1,5,1
946,1,Civil,5.82,Female,71,87,1,14,1,36,65,12,65,17,3,4,7,1
947,4,CSE,7.12,Female,44,176,5,17,3,96,97,41,93,16,14,3,2,1
948,2,Mechanical,5.66,Male,77,60,2,16,6,82,45,29,76,18,15,3,6,1
949,1,ECE,5.67,Male,76,169,4,3,6,105,98,40,81,6,7,1,2,0
950,3,Civil,9.84,Male,49,33,5,26,1,161,95,8,50,4,4,4,9,0
